Observation,Data_Marking,ValueDomain,Obs_Type,Obs_Type_Value,Unit_of_Measure_Eng,Geographic_Area,Time,Time_Type,CDID,Dimension_1,Dimension_Value_1,Dimension_2,Dimension_Value_2,Dimension_3,Dimension_Value_3
95,,Count,,,,E08000016,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
61,,Count,,,,E08000016,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
61,,Count,,,,E08000016,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
9,,Count,,,,E08000016,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
9,,Count,,,,E08000016,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
288,,Count,,,,E08000016,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
288,,Count,,,,E08000016,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
141,,Count,,,,E08000016,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
141,,Count,,,,E08000016,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
81,,Count,,,,E08000016,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
81,,Count,,,,E08000016,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
59,,Count,,,,E08000016,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
59,,Count,,,,E08000016,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
7,,Count,,,,E08000016,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
7,,Count,,,,E08000016,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
35,,Count,,,,E08000016,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
35,,Count,,,,E08000016,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
17,,Count,,,,E08000016,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
17,,Count,,,,E08000016,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
14,,Count,,,,E08000016,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
14,,Count,,,,E08000016,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
2,,Count,,,,E08000016,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
2,,Count,,,,E08000016,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
2,,Count,,,,E08000016,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
2,,Count,,,,E08000016,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000016,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
511,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
507,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
4,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
226,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
224,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
2,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
157,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
155,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
2,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
90,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
90,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
38,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
38,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000017,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
477,,Count,,,,E08000017,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
473,,Count,,,,E08000017,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
4,,Count,,,,E08000017,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
205,,Count,,,,E08000017,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
203,,Count,,,,E08000017,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
2,,Count,,,,E08000017,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
148,,Count,,,,E08000017,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
146,,Count,,,,E08000017,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
2,,Count,,,,E08000017,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
87,,Count,,,,E08000017,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
87,,Count,,,,E08000017,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000017,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
37,,Count,,,,E08000017,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
37,,Count,,,,E08000017,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000017,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
34,,Count,,,,E08000017,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
34,,Count,,,,E08000017,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E08000017,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
21,,Count,,,,E08000017,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
21,,Count,,,,E08000017,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E08000017,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
9,,Count,,,,E08000017,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
9,,Count,,,,E08000017,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E08000017,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
3,,Count,,,,E08000017,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
3,,Count,,,,E08000017,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000017,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
1,,Count,,,,E08000017,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
1,,Count,,,,E08000017,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000017,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
281,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
281,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
126,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
126,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
86,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
86,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
56,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
56,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
13,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
13,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
254,,Count,,,,E08000018,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
254,,Count,,,,E08000018,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
118,,Count,,,,E08000018,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
118,,Count,,,,E08000018,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
75,,Count,,,,E08000018,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
75,,Count,,,,E08000018,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
51,,Count,,,,E08000018,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
51,,Count,,,,E08000018,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
10,,Count,,,,E08000018,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
10,,Count,,,,E08000018,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
27,,Count,,,,E08000018,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
27,,Count,,,,E08000018,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
8,,Count,,,,E08000018,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
8,,Count,,,,E08000018,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
11,,Count,,,,E08000018,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
11,,Count,,,,E08000018,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
5,,Count,,,,E08000018,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
5,,Count,,,,E08000018,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
3,,Count,,,,E08000018,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
3,,Count,,,,E08000018,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000018,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
471,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
448,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
23,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
273,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
251,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
22,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
119,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
118,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
1,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
70,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
70,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
9,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
9,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000019,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
423,,Count,,,,E08000019,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
406,,Count,,,,E08000019,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
17,,Count,,,,E08000019,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
234,,Count,,,,E08000019,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
218,,Count,,,,E08000019,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
16,,Count,,,,E08000019,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
116,,Count,,,,E08000019,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
115,,Count,,,,E08000019,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
1,,Count,,,,E08000019,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
65,,Count,,,,E08000019,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
65,,Count,,,,E08000019,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E08000019,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
8,,Count,,,,E08000019,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
8,,Count,,,,E08000019,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E08000019,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
48,,Count,,,,E08000019,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
42,,Count,,,,E08000019,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
6,,Count,,,,E08000019,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
39,,Count,,,,E08000019,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
33,,Count,,,,E08000019,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
6,,Count,,,,E08000019,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
3,,Count,,,,E08000019,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
